gamma,n_0,A_V_max,M_gas,r_out
1.6629213483146068,1.1114029869356505,3.929352387921016e-05,0.2624048801513058,7.251193245237352
1.6853932584269662,1.1114029869356505,3.822021912619612e-05,0.2349167329333021,6.99940719877088
1.7078651685393258,1.1114029869356505,3.707674530540641e-05,0.19758798137459466,6.432862313641068
1.7303370786516854,1.1114029869356505,3.60404458494455e-05,0.1713156515572138,6.035805467670367
1.7528089887640448,1.1114029869356505,3.480242200175671e-05,0.130913491136391,5.115169496282549
1.7752808988764044,1.1114029869356505,3.4081180353144956e-05,0.12765780954637576,5.240227074955168
1.797752808988764,1.1114029869356505,3.25841463939938e-05,0.0832652490274048,3.8761101921309935
1.8202247191011236,1.1114029869356505,3.160389463391968e-05,0.06918507918955104,3.467081985017232
1.8426966292134832,1.1114029869356505,3.108835045869034e-05,0.06977263864157279,3.6295955682770713
1.8651685393258426,1.1114029869356505,3.0573063926726976e-05,0.07020086792042429,3.7978764583988944
1.8876404494382022,1.1114029869356505,2.926994583980243e-05,0.04816990292472476,2.8651883235254934
1.9101123595505618,1.1114029869356505,2.8480811166754316e-05,0.041676761700695744,2.622403810867227
1.9325842696629212,1.1114029869356505,2.7966827752877878e-05,0.04008319924971214,2.6252508968333808
1.9550561797752808,1.1114029869356505,2.7443438783362984e-05,0.03814611175297939,2.6032034508826998
1.9775280898876404,1.1114029869356505,2.6920049813848087e-05,0.03604576640183121,2.563630351440866
2.0,1.1114029869356505,2.6386208510755704e-05,0.03364971188294249,2.494915391718938
0.0,1.2352165993694857,0.416490153254878,2486577912.1401806,2689.1123314339534
0.02247191011235955,1.2352165993694857,0.3786924748713651,2654226026.0433893,2935.8699263668846
0.0449438202247191,1.2352165993694857,0.3438150752369175,2851766436.3536334,3218.908868582751
0.06741573033707865,1.2352165993694857,0.311642385705561,3081914106.3423715,3543.287696278553
0.0898876404494382,1.2352165993694857,0.2820441035714998,3350359820.5579495,3915.928726039546
0.11235955056179775,1.2352165993694857,0.2548734341692436,3663973097.1623883,4345.137497865091
0.1348314606741573,1.2352165993694857,0.22981838249617006,4022178712.6878176,4837.216426681822
0.15730337078651685,1.2352165993694857,0.2054580259796012,4340007068.952473,5363.405692190881
0.1797752808988764,1.2352165993694857,0.1821215235382604,4598368097.511902,5919.944886783213
